iter	RMSE
296	0.5424424822
297	0.5422036655
298	0.541966084
299	0.5417295652
300	0.5414915896
301	0.5412552999
302	0.5410173238
303	0.5407784046
304	0.5405413697
305	0.5403074288
306	0.5400851801
307	0.5398610324
308	0.5396422719
309	0.5394259409
310	0.5391969218
311	0.5389668359
312	0.5387306353
313	0.5385013047
314	0.538277632
315	0.5380608548
316	0.5378456985
317	0.5375973247
318	0.5373770624
319	0.5371616502
320	0.5369433647
321	0.5367244756
322	0.5365057596
323	0.5362926664
324	0.5360647418
325	0.5358556359
326	0.5356395935
327	0.5354285266
328	0.5352178584
329	0.5350065969
330	0.534801544
331	0.5345901805
332	0.5343886566
333	0.5341909303
334	0.5339891919
335	0.5337842499
336	0.5335689924
337	0.5333633885
338	0.5331689545
339	0.5329656148
340	0.5327698422
341	0.5325637169
342	0.5323704433
343	0.5321570854
344	0.5319406844
345	0.5317427798
346	0.5315424691
347	0.5313409104
348	0.5311484156
349	0.5309477241
350	0.5306817404
351	0.5304857774
352	0.5302878295
353	0.5300538967
354	0.529826385
355	0.5296389661
356	0.5294417699
357	0.5292411644
358	0.529046677
359	0.5288414146
360	0.5286465863
361	0.5284443707
362	0.5282515076
363	0.5280560411
364	0.5278715673
365	0.5276781205
366	0.5274932075
367	0.5273044059
368	0.5271162133
369	0.5269337127
370	0.5267344317
371	0.5265420057
372	0.5263552613
373	0.5261702844
374	0.5259952717
375	0.5258094002
376	0.5256286096
377	0.5254522771
378	0.5252765003
379	0.5250942223
380	0.5249209303
381	0.5247401971
382	0.5245710269
383	0.5243910436
384	0.5242067201
385	0.5240363453
386	0.52384753
387	0.5236717988
388	0.5234968302
389	0.523314715
390	0.5231399178
391	0.5229700648
392	0.5227806001
393	0.5226048744
394	0.5224360797
395	0.5222529839
396	0.5220780063
397	0.5219015569
398	0.5217289441
399	0.521550862
400	0.5213852179
401	0.5212052355
402	0.5210453415
403	0.5208591116
404	0.5206909105
405	0.5204513966
406	0.5202856238
407	0.5201228101
408	0.5199577118
409	0.5197941999
410	0.5196377947
411	0.5194695831
412	0.5192955428
413	0.5191284407
414	0.518961745
415	0.5187872517
416	0.5186216896
417	0.5184605348
418	0.5182988983
419	0.5181317013
420	0.5179774195
421	0.5178009529
422	0.5176432777
423	0.517483508
424	0.5173250852
425	0.5171662848
426	0.5170171928
427	0.5168240389
428	0.516665817
429	0.516498519
430	0.5163420324
431	0.5161850891
432	0.5160355215
433	0.5158861658
434	0.515697432
435	0.5154908122
436	0.5153331894
437	0.5151771245
438	0.5150250077
439	0.51483807
440	0.5146798912
441	0.5145332315
442	0.5143802105
443	0.5142071131
444	0.5140528011
445	0.5138935436
446	0.5137431799
447	0.5135951999
448	0.5134572224
449	0.5133107659
450	0.5131574258
451	0.5130251748
452	0.5128761019
453	0.512730502
454	0.5125884146
455	0.5124110443
456	0.5122657324
457	0.5121222909
458	0.5119668774
459	0.5118284821
460	0.5116862515
461	0.5115379038
462	0.5113900254
463	0.5112305292
464	0.5110806702
465	0.5109411893
466	0.510794306
467	0.5106502123
468	0.5105128015
469	0.5103822978
470	0.5102473649
471	0.5101059331
472	0.5099504252
473	0.509811021
474	0.509664419
475	0.509520585
476	0.5093822409
477	0.5092408512
478	0.5090921461
479	0.508954335
480	0.5088235397
481	0.5086878135
482	0.5085511421
483	0.5084024591
484	0.5082585018
485	0.5081249838
486	0.5079851003
487	0.5078477088
488	0.5077226559
489	0.5075985147
490	0.5074740558
491	0.5073465142
492	0.5072059265
493	0.507068162
494	0.5069251986
495	0.5067896511
496	0.5066587253
497	0.5065188118
498	0.5063712099
499	0.5062440553
